"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","associatedOccurrences","recordNumber","identifier.1","habitat","http...unknown.org.recordID","locality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","verbatimElevation","higherClassification","collectionID","name","networkKeys","individualCount","stateProvince","higherGeography","datasetName","institutionID","verbatimEventDate","county","lifeStage","dateIdentified","gadm","preparations","rightsHolder","nomenclaturalCode","language","type","typeStatus","georeferencedDate","georeferenceSources","distanceFromCentroidInMeters","elevationAccuracy","informationWithheld","verbatimLocality","disposition","ownerInstitutionCode","georeferenceProtocol","islandGroup","typifiedName","http...unknown.org.license","http...unknown.org.rightsHolder","http...unknown.org.CatalogNumberNumeric","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","materialSampleID","verbatimIdentification","eventRemarks","locationRemarks","eventID","media_url"
"2270559829","Eugenia eggersii Kiaersk.",18.10852,-66.21987,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.215+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5416827,6,7707728,220,690,5014,3177662,5416827,5416827,"Eugenia eggersii Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia eggersii","Eugenia","eggersii","SPECIES","ACCEPTED","NE",762,"NORTH_AMERICA",2009,8,4,"2009-08-04",216,216,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.215+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3076237","http://creativecommons.org/licenses/by/4.0/",FALSE,"3076237","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"279466","R. D. Worthington","F. Axelrod","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","herbariumSpecimenDuplicate: http://arctos.database.museum/guid/UTEP:Herb:79054?seid=4172429","35670","3076237","Disturbed site and mountain ridge forest.","2da8f0eb-64a6-4668-99d1-8c40c624adcb","Mpio. de Aibonito. Cordillera Central. Along Hwy 7722 near km 3.6-4.2. Very close to Mpio. de Cayey line.","Plants","2270559829","2da8f0eb-64a6-4668-99d1-8c40c624adcb","83982","ASU0057520","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Shrub; fls. white.","Jordan 2012_04_05","2500 feet","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191","Eugenia eggersii Kiaersk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0057/ASU0057520_lg.jpg"
"1318135167","Eugenia eggersii Kiaersk.",18.0653,-66.031,"gass84,preneglon,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:40:49.152+00:00",403,"PRESERVED_SPECIMEN","PRESENT",5416827,6,7707728,220,690,5014,3177662,5416827,5416827,"Eugenia eggersii Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia eggersii","Eugenia","eggersii","SPECIES","ACCEPTED","NE",903,"NORTH_AMERICA",2006,12,28,"2006-12-28",362,362,"2022-11-02T19:48:00.000+00:00","2024-08-02T12:40:49.152+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/3293bba2e-9998-4d96-95ca-e7e4ca055d52","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,NA,"O. Monsegur & B. Sánchez",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"851","http://n2t.net/ark:/65665/3293bba2e-9998-4d96-95ca-e7e4ca055d52","At shady palm forest.",NA,"Carite Forest Reserve. Cerro La Santa, from rd 184 at the end of road to antenna; gate of Telemundo antenna.","US","1318135167","http://n2t.net/ark:/65665/3293bba2e-9998-4d96-95ca-e7e4ca055d52",NA,"US 3539008","US",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","Eugenia eggersii Kiaersk.","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",1,"Cayey","West Indies - Neotropics, Puerto Rico, Cayey, Guavate","NMNH Extant Biology","urn:lsid:biocol.org:col:15463","28 Dec 2006","Guavate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m32c25fdc3-a17a-453a-b0fc-5fa5cbb0a31b"
"1319714780","Eugenia eggersii Kiaersk.",18.1453,-66.7706,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:26.120+00:00",403,"PRESERVED_SPECIMEN","PRESENT",5416827,6,7707728,220,690,5014,3177662,5416827,5416827,"Eugenia eggersii Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia eggersii","Eugenia","eggersii","SPECIES","ACCEPTED","NE",1050,"NORTH_AMERICA",2004,3,4,"2004-03-04",64,64,"2022-11-02T21:47:00.000+00:00","2024-08-02T12:39:26.120+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/36f22b238-1d56-4235-9d3a-aefa46edbc79","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,NA,"F. S. Axelrod, R. Thomas & M. J. Christenhusz",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"12850","http://n2t.net/ark:/65665/36f22b238-1d56-4235-9d3a-aefa46edbc79","Wet mountain forest.",NA,"B. Guilarte, Monte Guilarte Forest Reserve, trail up Monte Guilarte.","US","1319714780","http://n2t.net/ark:/65665/36f22b238-1d56-4235-9d3a-aefa46edbc79",NA,"US 3525593","US",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","Eugenia eggersii Kiaersk.","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",1,"Adjuntas","West Indies - Neotropics, Puerto Rico, Adjuntas","NMNH Extant Biology","urn:lsid:biocol.org:col:15463","04 Mar 2004",NA,"Fruiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m383993800-9f3a-4cd3-a312-1369775aa511"
"1930586667","Eugenia eggersii Kiaersk.",18.075624,-66.099886,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:32.292+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416827,6,7707728,220,690,5014,3177662,5416827,5416827,"Eugenia eggersii Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia eggersii","Eugenia","eggersii","SPECIES","ACCEPTED","NE",NA,"NORTH_AMERICA",1976,1,NA,"1976-01",NA,NA,NA,"2024-07-21T05:14:32.292+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014353","http://creativecommons.org/licenses/by/4.0/",FALSE,"c76b0fc5-b43d-4b68-9e24-b4047fa7a45d","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,NA,"R. O. Woodbury","A. H. Liogier","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"s.n.","c76b0fc5-b43d-4b68-9e24-b4047fa7a45d",NA,NA,"Carite.","NY","1930586667","c76b0fc5-b43d-4b68-9e24-b4047fa7a45d",NA,"946372","NY",NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Eugenia eggersii Kiaersk.",NA,NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","Jan 1976",NA,NA,"1981-01-01T00:00:00",NA,"sheet","The New York Botanical Garden","ICN","en","PhysicalObject",NA,"2010-01-29","Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/619/v-247-00946372.jpg"
"1927789292","Eugenia eggersii Kiaersk.",18.11363,-66.05215,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:08.313+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416827,6,7707728,220,690,5014,3177662,5416827,5416827,"Eugenia eggersii Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia eggersii","Eugenia","eggersii","SPECIES","ACCEPTED","NE",NA,"NORTH_AMERICA",1971,9,8,"1971-09-08",251,251,NA,"2024-07-21T05:15:08.313+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014321","http://creativecommons.org/licenses/by/4.0/",FALSE,"01842cbe-6006-4822-a602-d54177fb2cf4","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"E. L. Little Jr.",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"25728","01842cbe-6006-4822-a602-d54177fb2cf4","Mountain forest.",NA,"Carite Forest, Sierra de Cayey. 10 mi. S of Caguas.","NY","1927789292","01842cbe-6006-4822-a602-d54177fb2cf4",NA,"946387","NY",NA,NA,NA,"2500 ft",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Eugenia eggersii Kiaersk.",NA,NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","08 Sep 1971",NA,NA,NA,NA,"sheet","The New York Botanical Garden","ICN","en","PhysicalObject",NA,"2008-07-08","Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/634/v-247-00946387.jpg"
"1928250184","Eugenia eggersii Kiaersk.",18.11363,-66.05215,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:34.163+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416827,6,7707728,220,690,5014,3177662,5416827,5416827,"Eugenia eggersii Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia eggersii","Eugenia","eggersii","SPECIES","ACCEPTED","NE",NA,"NORTH_AMERICA",1971,9,8,"1971-09-08",251,251,NA,"2024-07-21T05:13:34.163+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014286","http://creativecommons.org/licenses/by/4.0/",FALSE,"21f59adb-2866-4c66-807b-973f506572bc","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"E. L. Little Jr.",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"25735","21f59adb-2866-4c66-807b-973f506572bc","Dwarf forest.",NA,"Carite Forest, Sierra de Cayey. 10 mi. S. of Caguas.","NY","1928250184","21f59adb-2866-4c66-807b-973f506572bc",NA,"946385","NY",NA,NA,NA,"2500 ft",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Eugenia eggersii Kiaersk.",NA,NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","08 Sep 1971",NA,NA,NA,NA,"sheet","The New York Botanical Garden","ICN","en","PhysicalObject",NA,"2008-07-08","Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/632/v-247-00946385.jpg"
"1929770914","Eugenia eggersii Kiaersk.",18.26309,-65.82904,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:12.397+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416827,6,7707728,220,690,5014,3177662,5416827,5416827,"Eugenia eggersii Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia eggersii","Eugenia","eggersii","SPECIES","ACCEPTED","NE",NA,"NORTH_AMERICA",1964,3,21,"1964-03-21",81,81,NA,"2024-07-21T05:14:12.397+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014411","http://creativecommons.org/licenses/by/4.0/",FALSE,"8dc260e4-6cd3-4f6f-ac5c-2d09acb3e21f","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"A. H. Liogier",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"10737","8dc260e4-6cd3-4f6f-ac5c-2d09acb3e21f","In forest.",NA,"Southern slope of El Toro, Luquillo Mts.","NY","1929770914","8dc260e4-6cd3-4f6f-ac5c-2d09acb3e21f",NA,"946370","NY",NA,NA,NA,"1969 ft",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Eugenia eggersii Kiaersk.",NA,NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","21 Mar 1964",NA,NA,NA,NA,"sheet","The New York Botanical Garden","ICN","en","PhysicalObject",NA,"2008-07-21","Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/617/v-247-00946370.jpg"
