"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","projectId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","elevationAccuracy","continent","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","identifier.1","gbifID","occurrenceID","name","dateIdentified","stateProvince","modified","institutionKey","datasetName","recordedBy","identifiedBy","rightsHolder","nomenclaturalStatus","recordNumber","nomenclaturalCode","locality","county","collectionCode","type","taxonID","catalogNumber","institutionCode","ownerInstitutionCode","bibliographicCitation","collectionID","associatedSequences","fieldNumber","verbatimIdentification","networkKeys","collectionKey","coordinateUncertaintyInMeters","gadm","otherCatalogNumbers","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","higherClassification","higherGeography","institutionID","typeStatus","dynamicProperties","georeferenceProtocol","preparations","verbatimEventDate","language","occurrenceRemarks","verbatimLocality","disposition","accessRights","reproductiveCondition","organismID","locationID","georeferenceSources","locationRemarks","media_url","license"
"4441029615","Eugenia hypargyrea Standl.",10.967778,-85.558278,"cdround,gass84,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:58:49.971+00:00",102,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",301,NA,"NORTH_AMERICA",2021,6,11,"2021-06-11",162,162,"2024-08-02T19:58:49.971+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:103429349","none","none",TRUE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","urn:catalog:MO:Tropicos:103429349","4441029615","urn:catalog:MO:Tropicos:103429349","Eugenia hypargyrea Standl.","2021-01-01T00:00:00","Guanacaste","2023-11-16T07:50:00.000+00:00","6dcf2ee2-c348-4b04-9ef6-1e10109f2136","Tropicos","Nelson Zamora","Zamora Villalobos, Nelson A.","Missouri Botanical Garden","No opinion","Zamora Villalobos 10824","ICNafp","Camino a la Estación Maritza, orillas de la quebrada Espavelar.","La Cruz","Tropicos","PhysicalObject","22102530","103429349","CR","MOBOT","http://www.tropicos.org/Specimen/103429349","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101947000/40959C33-CED0-4153-BDA7-48EF560C8FE4.jpg","http://creativecommons.org/licenses/by/4.0/"
"4441043575","Eugenia hypargyrea Standl.",10.827139,-85.636222,"cdround,gass84,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:58:50.580+00:00",102,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",280,NA,"NORTH_AMERICA",2017,8,15,"2017-08-15",227,227,"2024-08-02T19:58:50.580+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:103428577","none","none",TRUE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","urn:catalog:MO:Tropicos:103428577","4441043575","urn:catalog:MO:Tropicos:103428577","Eugenia hypargyrea Standl.","2017-01-01T00:00:00","Guanacaste","2023-11-16T07:50:00.000+00:00","6dcf2ee2-c348-4b04-9ef6-1e10109f2136","Tropicos","Nelson Zamora","Zamora V., Nelson","Missouri Botanical Garden","No opinion","Zamora Villalobos 9972","ICNafp","Guanacaste. Liberia. Área de Conservación Guanacaste, Sector Parque Nacional Santa Rosa, Sendero Los Patos, camino a Playa Naranjo.","Liberia","Tropicos","PhysicalObject","22102530","103428577","CR","MOBOT","http://www.tropicos.org/Specimen/103428577","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101924000/B9969761-B19F-4331-B0CF-850CECAAE45F.jpg","http://creativecommons.org/licenses/by/4.0/"
"4441033568","Eugenia hypargyrea Standl.",10.774,-85.349611,"cdround,gass84,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:58:49.941+00:00",102,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",790,NA,"NORTH_AMERICA",2017,9,19,"2017-09-19",262,262,"2024-08-02T19:58:49.941+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:103428619","none","none",TRUE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","urn:catalog:MO:Tropicos:103428619","4441033568","urn:catalog:MO:Tropicos:103428619","Eugenia hypargyrea Standl.","2017-01-01T00:00:00","Guanacaste","2023-11-16T07:50:00.000+00:00","6dcf2ee2-c348-4b04-9ef6-1e10109f2136","Tropicos","Nelson Zamora","Zamora V., Nelson","Missouri Botanical Garden","No opinion","Zamora Villalobos 10016","ICNafp","Guanacaste. Liberia. Curubandé,  Área de Conservación Guanacaste, Sector Pailas, Sendero Circular a volcanes o pailas de barro","Liberia","Tropicos","PhysicalObject","22102530","103428619","CR","MOBOT","http://www.tropicos.org/Specimen/103428619","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101957000/59F563BD-92D6-45A3-B198-1FA42C2CCC6A.jpg","http://creativecommons.org/licenses/by/4.0/"
"4441042389","Eugenia hypargyrea Standl.",10.791,-85.665139,"cdround,gass84,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T20:00:17.386+00:00",102,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",100,NA,"NORTH_AMERICA",2014,2,21,"2014-02-21",52,52,"2024-08-02T20:00:17.386+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:103425191","none","none",TRUE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","urn:catalog:MO:Tropicos:103425191","4441042389","urn:catalog:MO:Tropicos:103425191","Eugenia hypargyrea Standl.","2014-01-01T00:00:00","Guanacaste","2023-11-16T07:50:00.000+00:00","6dcf2ee2-c348-4b04-9ef6-1e10109f2136","Tropicos","Nelson Zamora","Zamora Villalobos, Nelson A.","Missouri Botanical Garden","No opinion","Zamora Villalobos 6580","ICNafp","Área de Conservación Guanacaste, Sector Parque Nacional Santa Rosa, camino principal a Playa Naranjo. CCR21022014.","Liberia","Tropicos","PhysicalObject","22102530","103425191","CR","MOBOT","http://www.tropicos.org/Specimen/103425191","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101905000/86E25B84-3E67-4F18-B674-0696D96BCDCF.jpg","http://creativecommons.org/licenses/by/4.0/"
"4441029405","Eugenia hypargyrea Standl.",10.827361,-85.6365,"cdround,gass84,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:58:49.817+00:00",102,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",286,NA,"NORTH_AMERICA",2014,8,5,"2014-08-05",217,217,"2024-08-02T19:58:49.817+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:103425554","none","none",TRUE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","urn:catalog:MO:Tropicos:103425554","4441029405","urn:catalog:MO:Tropicos:103425554","Eugenia hypargyrea Standl.","2014-01-01T00:00:00","Guanacaste","2023-11-16T07:50:00.000+00:00","6dcf2ee2-c348-4b04-9ef6-1e10109f2136","Tropicos","Nelson Zamora","Zamora Villalobos, Nelson A.","Missouri Botanical Garden","No opinion","Zamora Villalobos 6946","ICNafp","Área de Conservación Guanacaste, P. N. Santa Rosa, Quebrada Los Patos. Sendero Los Patos.","Liberia","Tropicos","PhysicalObject","22102530","103425554","CR","MOBOT","http://www.tropicos.org/Specimen/103425554","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101948000/FD02E186-5A02-4BCF-9D81-324DCE6D8B48.jpg","http://creativecommons.org/licenses/by/4.0/"
"4441041414","Eugenia hypargyrea Standl.",10.827361,-85.6365,"cdround,gass84,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T20:00:05.684+00:00",102,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",286,NA,"NORTH_AMERICA",2014,8,5,"2014-08-05",217,217,"2024-08-02T20:00:05.684+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:103425555","none","none",TRUE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","urn:catalog:MO:Tropicos:103425555","4441041414","urn:catalog:MO:Tropicos:103425555","Eugenia hypargyrea Standl.","2014-01-01T00:00:00","Guanacaste","2023-11-16T07:50:00.000+00:00","6dcf2ee2-c348-4b04-9ef6-1e10109f2136","Tropicos","Nelson Zamora","Zamora Villalobos, Nelson A.","Missouri Botanical Garden","No opinion","Zamora Villalobos 6947","ICNafp","Área de Conservación Guanacaste, P. N. Santa Rosa, Quebrada Los Patos. Sendero Los Patos.","Liberia","Tropicos","PhysicalObject","22102530","103425555","CR","MOBOT","http://www.tropicos.org/Specimen/103425555","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101951000/22B7B69F-EF2C-487F-8343-979DF613AFFE.jpg","http://creativecommons.org/licenses/by/4.0/"
"3763059751","Eugenia hypargyrea Standl.",10.96667,-85.65,"cdc,gass84,inmafu","85714c48-f762-11e1-a439-00145eb45e9a","57254bd0-8256-11d8-b7ed-b8a03c50a862","60454014-f762-11e1-a439-00145eb45e9a","57254bd0-8256-11d8-b7ed-b8a03c50a862","DE","BIOCASE","2023-12-05T09:13:43.838+00:00","2024-01-25T10:15:03.646+00:00",271,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",305,5,"NORTH_AMERICA",2003,8,20,"2003-08-20",232,232,"2024-01-25T10:15:03.646+00:00","https://herbarium.bgbm.org/object/B101148703",FALSE,"https://herbarium.bgbm.org/object/B101148703","none","none",TRUE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE","https://herbarium.bgbm.org/object/B101148703","3763059751","https://herbarium.bgbm.org/object/B101148703","Eugenia hypargyrea Standl.",NA,NA,NA,"4cf93dd2-06c8-4f49-89bc-a5d0805c6747",NA,"González,J.","J. González",NA,NA,"4273",NA,"Costa Rica: La Cruz: Santa Elena. Camino hacia Cuajiniquil; Laguna ""la calavera""; áreas abiertas y bosques remanentes. Árbol 10 m x 30 cm dap.  Frutos inmaduros verdes. lifestage: fruiting. Alt.: 300 m.2003-08-20, Leg.: González,J. 4273.",NA,"Herbarium Berolinense",NA,NA,"B 10 1148703","B",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655,3aee7756-565e-4dc5-b22c-f997fbd7105c","fceacd29-9f6c-4c9c-a4bc-67795f9cb972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.bgbm.org/images/internal/HerbarThumbs/B101148703_1700","http://creativecommons.org/licenses/by/4.0/"
"3884233201","Eugenia hypargyrea Standl.",8.683333,-83.25,"cdc,cdround,colmano,inmafu","857bce66-f762-11e1-a439-00145eb45e9a","2d6e0e40-2aee-11d8-aa2d-b8a03c50a862","75c5d4ef-378e-4f25-984a-f32510926d7c","2d6e0e40-2aee-11d8-aa2d-b8a03c50a862","AT","DWC_ARCHIVE","2024-07-11T11:22:42.270+00:00","2024-07-11T12:29:19.438+00:00",270,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",0,NA,"NORTH_AMERICA",1999,8,6,"1999-08-06",218,218,"2024-07-11T12:29:19.438+00:00",NA,FALSE,"100080971","none","none",FALSE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE","100080971","3884233201","https://www.zobodat.at/belege.php?id=100080971","Eugenia hypargyrea Standl.",NA,NA,"2024-01-31T00:00:00.000+00:00","22b39a15-aa0a-432c-b8e6-a77463a9e938",NA,"Huber Werner, Weissenhofer Anton","Huber Werner, Weissenhofer Anton",NA,NA,NA,NA,"P.N. Esquinas, on the coast of the Golfo Dulce, between Golfito and Punta Encanto",NA,"ZOBODAT",NA,NA,"100080971","LI",NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.zobodat.at/bilder/belege/00004778.jpg","http://creativecommons.org/licenses/by/4.0/"
"3884210451","Eugenia hypargyrea Standl.",8.683333,-83.25,"cdc,cdround,colmano,inmafu","857bce66-f762-11e1-a439-00145eb45e9a","2d6e0e40-2aee-11d8-aa2d-b8a03c50a862","75c5d4ef-378e-4f25-984a-f32510926d7c","2d6e0e40-2aee-11d8-aa2d-b8a03c50a862","AT","DWC_ARCHIVE","2024-07-11T11:22:42.270+00:00","2024-07-11T12:27:40.913+00:00",270,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",0,NA,"NORTH_AMERICA",1999,8,6,"1999-08-06",218,218,"2024-07-11T12:27:40.913+00:00",NA,FALSE,"100080972","none","none",FALSE,"WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","EUROPE","100080972","3884210451","https://www.zobodat.at/belege.php?id=100080972","Eugenia hypargyrea Standl.",NA,NA,"2024-01-31T00:00:00.000+00:00","22b39a15-aa0a-432c-b8e6-a77463a9e938",NA,"Huber Werner, Weissenhofer Anton","Huber Werner, Weissenhofer Anton",NA,NA,NA,NA,"P.N. Esquinas, on the coast of the Golfo Dulce, between Golfito and Punta Encanto",NA,"ZOBODAT",NA,NA,"100080972","LI",NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.zobodat.at/bilder/belege/00004779.jpg","http://creativecommons.org/licenses/by/4.0/"
"1057119314","Eugenia hypargyrea Standl.",19.120019,-96.589125,"gass84,mdativ,muldativ,colmafu,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","60277b56-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T06:57:04.427+00:00","2024-07-30T10:12:18.155+00:00",392,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",1912,12,NA,"1912-12",NA,NA,"2024-07-30T10:12:18.155+00:00",NA,FALSE,"4994175","none","none",TRUE,"WGS84","Magnoliopsida","MX","none","none","LATIN_AMERICA","Mexico","EUROPE","4994175","1057119314","a1743cdc-d9f8-4e28-bc21-009fc299b8d4","Eugenia hypargyrea Standl.",NA,"Veracruz",NA,"1d808a7c-1f9e-4379-9616-edb749ecf10e",NA,"C.A. Purpus","Rogers McVaugh",NA,NA,"6171",NA,NA,NA,"BOT",NA,NA,"BM000884423","NHMUK",NA,NA,NA,NA,"6171",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","8bb3763f-955c-4791-8777-44de1996b378",NA,NA,"NHMUK:ecatalogue:4994175",NA,NA,NA,"Myrtaceae","North America; Mexico; Veracruz",NA,"ISOTYPE","{""associatedMediaCount"": 1, ""barcode"": null, ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": ""Sheet"", ""collectionName"": null, ""commodity"": null, ""created"": 1190890669000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Eugenia hypargyrea Standl."", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057119314"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": ""GPI Georeferencing"", ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Gen Herb"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}","Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://data.nhm.ac.uk/media/1267ca2a-8026-47dd-aa95-ee96684131df","http://creativecommons.org/licenses/by/4.0/"
"1847922616","Eugenia hypargyrea Standl.",19.3333,-96.6667,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:03.810+00:00",313,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,NA,NA,NA,NA,NA,"2024-01-25T11:00:03.810+00:00",NA,FALSE,"0e46146b-4704-4032-94d5-c9db33a33a0d","none","none",FALSE,"WGS84","Magnoliopsida","MX","none","none","LATIN_AMERICA","Mexico","NORTH_AMERICA","0e46146b-4704-4032-94d5-c9db33a33a0d","1847922616","0e46146b-4704-4032-94d5-c9db33a33a0d","Eugenia hypargyrea Standl.","2003-01-01T00:00:00","Veracruz","2023-08-31T17:39:00.000+00:00","689b4219-8256-4c6e-890b-2e81405d4c58","seeds-22-sep-2023","F. Ventura A.","F. R. Barrie : Field Museum of Natural History - Botany Department","The Field Museum of Natural History",NA,"2625","ICBN","Veracruz",NA,"Botany",NA,NA,NA,"F","F",NA,"Botany",NA,"2625",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae","North America, Mexico, Veracruz. [LL]","F",NA,NA,"TGN - Centroid",NA,NA,NA,NA,NA,NA,"http://fieldmuseum.org/about/copyright-information",NA,"3113109","076719d1-aba9-43aa-931b-d8d7e028e8a3","Getty Thesaurus of Geographic Names (TGN)",NA,"http://fm-digital-assets.fieldmuseum.org/988/065/MYRT_euge_hypa_1696940.jpg","http://creativecommons.org/licenses/by/4.0/"
"1847929575","Eugenia hypargyrea Standl.",19.3333,-96.6667,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:00.257+00:00",313,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",5416422,6,7707728,220,690,5014,3177662,5416422,5416422,"Eugenia hypargyrea Standl.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia hypargyrea","Eugenia","hypargyrea","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,NA,NA,NA,NA,NA,"2024-01-25T11:00:00.257+00:00",NA,FALSE,"5042b6ea-61ba-4d6a-8faf-9028db6139b6","none","none",FALSE,"WGS84","Magnoliopsida","MX","none","none","LATIN_AMERICA","Mexico","NORTH_AMERICA","5042b6ea-61ba-4d6a-8faf-9028db6139b6","1847929575","5042b6ea-61ba-4d6a-8faf-9028db6139b6","Eugenia hypargyrea Standl.","2003-01-01T00:00:00","Veracruz","2023-08-31T17:39:00.000+00:00","689b4219-8256-4c6e-890b-2e81405d4c58","seeds-22-sep-2023","J. González G.","F. R. Barrie : Field Museum of Natural History - Botany Department","The Field Museum of Natural History",NA,"115","ICBN","Veracruz",NA,"Botany",NA,NA,NA,"F","F",NA,"Botany",NA,"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae","North America, Mexico, Veracruz. [LL]","F",NA,NA,"TGN - Centroid",NA,NA,NA,NA,NA,NA,"http://fieldmuseum.org/about/copyright-information",NA,"3114207","076719d1-aba9-43aa-931b-d8d7e028e8a3","Getty Thesaurus of Geographic Names (TGN)",NA,"http://fm-digital-assets.fieldmuseum.org/988/066/MYRT_euge_hypa_1805915.jpg","http://creativecommons.org/licenses/by/4.0/"
