"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","license","isSequenced","identifier","facts","relations","isInCluster","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","catalogNumber","habitat","georeferenceProtocol","municipality","locality","eventRemarks","gbifID","collectionCode","occurrenceID","higherClassification","name","elevationAccuracy","gadm","modified","references","institutionKey","collectionKey","otherCatalogNumbers","http...unknown.org.recordID","taxonID","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","collectionID","identifiedBy","taxonRemarks","stateProvince","associatedTaxa","reproductiveCondition","individualCount","datasetName","institutionID","verbatimEventDate","island","county","preparations","rightsHolder","nomenclaturalCode","language","type","verbatimElevation","dynamicProperties","verbatimLocality","identificationID","georeferencedDate","georeferenceSources","lifeStage","typeStatus","fieldNumber","disposition","accessRights","islandGroup","locationRemarks","media_url"
"1319397975","Myrcia abbottiana (Urb.) Alain",19.0556,-69.4514,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:08.603+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",0,"NORTH_AMERICA","West Indies - Neotropics, Dominican Republic, Hispaniola",1996,9,23,"1996-09-23",267,267,"2024-08-02T12:41:08.603+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/36122be90-d041-498d-97ae-ec60786c932c","none","none",TRUE,"P. Acevedo-Rodriguez, A. Siaca & R. G. García","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","8575","http://n2t.net/ark:/65665/36122be90-d041-498d-97ae-ec60786c932c","US 3353521",NA,NA,NA,"Provincia El Seibo: Parque Nacional Los Haitises; area circumdante a la estación del parque.",NA,"1319397975","US","http://n2t.net/ark:/65665/36122be90-d041-498d-97ae-ec60786c932c","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","Myrcia abbottiana (Urb.) Alain",NA,NA,"2019-01-10T00:22:00.000+00:00",NA,"be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",NA,NA,NA,"US",NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,1,"NMNH Extant Biology","urn:lsid:biocol.org:col:15463","23 Sep 1996","Hispaniola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3675d1d72-2d9b-421a-8ba8-815499a4c156"
"2270677879","Myrcia abbottiana (Urb.) Alain",19.0833,-69.4583,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.324+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",5,"NORTH_AMERICA",NA,1986,1,8,"1986-01-08",8,8,"2024-08-01T20:02:06.324+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"764489","none","none",TRUE,"T. Zanoni; M. Mejia, J. Pimentel, R. Garcia","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","35950","764489","ASU0050003","Bosque latifoliado sobre roca calcarea.",NA,NA,"Entre la Caseta No.1 (Cueva de Arena) y Boca de Infierno. Zona costera del sur de la Bahia de Samana.",NA,"2270677879","Plants","bd54da32-5b25-42ed-9949-b2193199403e","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",5,"none","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764489","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","149214","bd54da32-5b25-42ed-9949-b2193199403e","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto 2.5m; enves de hoja verde mas claro que su haz; fruto verde.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"El Seibo",NA,"fruit",NA,NA,NA,NA,NA,"Los Haitises",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050003_lg.jpg"
"1928645428","Myrcia abbottiana (Urb.) Alain",19.08,-69.55,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:41.769+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",NA,"NORTH_AMERICA",NA,1985,4,25,"1985-04-25",115,115,"2024-07-21T05:13:41.769+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"3e0e2359-04de-4346-9e9d-4413feda4ada","none","none",TRUE,"T. A. Zanoni","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","34326","3e0e2359-04de-4346-9e9d-4413feda4ada","1437116",NA,NA,NA,"Parque Nacional Los Haitises: sobre un cayo de caliza, al este de El Naranjo Arriba.",NA,"1928645428","NY","3e0e2359-04de-4346-9e9d-4413feda4ada",NA,"Myrcia abbottiana (Urb.) Alain",NA,NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1684061","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,"NY",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"El Seibo",NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","25 Apr 1985",NA,NA,"sheet","The New York Botanical Garden","ICN","en","PhysicalObject","0-33 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/485/854/01437116.jpg"
"2515358675","Myrcia abbottiana (Urb.) Alain",19.08333,-69.55,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:58.427+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",NA,"NORTH_AMERICA",NA,1985,4,25,"1985-04-25",115,115,"2024-07-18T23:54:58.427+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"U.1451238@BRAHMS","none","none",TRUE,"Zanoni TA; Mejía MM; Pimentel J; García R","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","Zanoni, TA; Mejía, MM; Pimentel, J; García, R 34326","U.1451238@BRAHMS","U.1451238",NA,NA,NA,"Parque Nacional Los Haitises: Prov. El Seibo: sobre un cayo de caliza, al este de El Naranjo Arriba.",NA,"2515358675","Botany","https://data.biodiversitydata.nl/naturalis/specimen/U.1451238","Plantae|Myrtales|Myrtaceae","Myrcia abbottiana (Urb.) Alain",NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Naturalis Biodiversity Center",NA,NA,NA,NA,"Naturalis Biodiversity Center","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1451238/format/large"
"2270674783","Myrcia abbottiana (Urb.) Alain",19,-69.5167,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.132+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",250,"NORTH_AMERICA",NA,1985,8,7,"1985-08-07",219,219,"2024-08-01T20:02:06.132+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"764490","none","none",FALSE,"T. Zanoni; J. Pimentel, R. Garcia","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","35522","764490","ASU0050002","Bosque latifoliado y humedo sobre cimas de los mogotes calcareos.",NA,NA,"Aprox. 2km al 'Oeste' de la Caseta de Guardaparques en Monte Bonito (de Trepada Alta).",NA,"2270674783","Plants","b8a64e12-59f6-4639-abc7-bdaaa0a7a7d9","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",50,NA,"2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764490","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","149222","b8a64e12-59f6-4639-abc7-bdaaa0a7a7d9","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbuto 1m; esteril.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"El Seibo",NA,"sterile",NA,NA,NA,NA,NA,"Los Haitises",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050002_lg.jpg"
"2270675158","Myrcia abbottiana (Urb.) Alain",19.0833,-69.45,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.957+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",5,"NORTH_AMERICA",NA,1982,10,27,"1982-10-27",300,300,"2024-08-01T20:02:05.957+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"764491","none","none",TRUE,"M. Mejia; J. Pimentel","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","23937","764491","ASU0050001","Roca caliza, zona humeda alta.",NA,NA,"En la Bahia de San Lorenzo, en los alrededores de la Cueva Arena.",NA,"2270675158","Plants","3e4b68cd-814c-4a2d-9c49-73863e67ba6c","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",5,"none","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764491","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","149218","3e4b68cd-814c-4a2d-9c49-73863e67ba6c","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","3m de altura; fruto verde; sobre una roca calcarea.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"El Seibo",NA,"fruit",NA,NA,NA,NA,NA,"Los Haitises",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050001_lg.jpg"
"2270678173","Myrcia abbottiana (Urb.) Alain",19.0833,-69.45,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.052+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",5,"NORTH_AMERICA",NA,1982,10,28,"1982-10-28",301,301,"2024-08-01T20:02:06.052+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"764492","none","none",FALSE,"M. Mejia; J. Pimentel","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","23965","764492","ASU0050011",NA,NA,NA,"Naranjo Arriba, en los cayos cercanos al poblado suroeste parte de la Bahia de Samana.",NA,"2270678173","Plants","cbd852bd-8f55-452d-a07d-4c7d29b2a9d8","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",5,"none","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764492","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","149225","cbd852bd-8f55-452d-a07d-4c7d29b2a9d8","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto 2.5m de alto; fruto verde.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"El Seibo",NA,"fruit",NA,NA,NA,NA,NA,"Los Haitises",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050011_lg.jpg"
"2515451548","Myrcia abbottiana (Urb.) Alain",19.08333,-69.575,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:58.433+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",NA,"NORTH_AMERICA",NA,1982,10,28,"1982-10-28",301,301,"2024-07-18T23:54:58.433+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"U.1451237@BRAHMS","none","none",FALSE,"Mejía MM; Pimentel J","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","Mejía, MM; Pimentel, J 23965","U.1451237@BRAHMS","U.1451237",NA,NA,NA,"Los Haitises: Prov. El Seibo: Naranjo Arriba, en los cayos cercanos al poblado, suroeste parte de la Bahía de Samaná.",NA,"2515451548","Botany","https://data.biodiversitydata.nl/naturalis/specimen/U.1451237","Plantae|Myrtales|Myrtaceae","Myrcia abbottiana (Urb.) Alain",NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Naturalis Biodiversity Center",NA,NA,NA,NA,"Naturalis Biodiversity Center","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1451237/format/large"
"1930795152","Myrcia abbottiana (Urb.) Alain",19.105702,-69.628026,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:40.021+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",NA,"NORTH_AMERICA",NA,1969,3,19,"1969-03-19",78,78,"2024-07-21T05:14:40.021+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"d62ba509-d0f1-49f5-b838-cd9cd0d5a862","none","none",FALSE,"A. H. Liogier","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","14493","d62ba509-d0f1-49f5-b838-cd9cd0d5a862","1437114",NA,"Georeferencing Quick Reference Guide, Version 2012",NA,"Los Haitises, cockpit country, near the mouth of Barracote River.",NA,"1930795152","NY","d62ba509-d0f1-49f5-b838-cd9cd0d5a862",NA,"Myrcia abbottiana (Urb.) Alain",NA,"none",NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1684059","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,"NY",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","19 Mar 1969",NA,NA,"sheet","The New York Botanical Garden","ICN","en","PhysicalObject","492 ft",NA,NA,NA,"2018-12-13","Google Maps (map data 2018); MaNIS Georef. Calculator",NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/485/852/01437114.jpg"
"4519388305","Myrcia abbottiana (Urb.) Alain",19.259763,-69.298887,"cdc,gass84,txmatfuz,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:43.809+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",400,"NORTH_AMERICA","Península de Samaná",1930,5,31,"1930-05-31T00:00",151,151,"2024-08-02T01:14:43.809+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"K000566192","none","none",FALSE,"Ekman, E.L.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","15178","K000566192","K000566192",NA,"Original coordinates (19 11 N, 69 20 W) in the sea","Península de Samaná","Laguna, slope of Pan de Azucar.","Arbor pareva vel mediocris","4519388305","Herbarium","http://specimens.kew.org/herbarium/K000566192","Myrtaceae","Myrcia abbottiana (Urb.) Alain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Lucas 2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/5f2903e8055184e7b37ce8afa3738430.jpg"
"1927879501","Eugenia abbottiana Urb.",19.105702,-69.628026,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:06.453+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5556805,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Eugenia","abbottiana","SPECIES","SYNONYM","CR",NA,"NORTH_AMERICA",NA,1922,4,27,"1922-04-27",117,117,"2024-07-21T05:13:06.453+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"07ea38ff-a59e-4567-8bff-06426eeee435","none","none",TRUE,"W. L. Abbott","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","2243","07ea38ff-a59e-4567-8bff-06426eeee435","84505",NA,"Georeferencing Quick Reference Guide, Version 2012",NA,"San Lorenzo Bay and vicinity, south coast of Samaná Bay; sea level",NA,"1927879501","NY","07ea38ff-a59e-4567-8bff-06426eeee435",NA,"Eugenia abbottiana Urb.",NA,"none",NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=398028","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,"NY",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"El Seibo",NA,NA,NA,"Vascular plants","http://biocol.org/urn:lsid:biocol.org:col:15556","27 Apr 1922",NA,NA,"sheet","The New York Botanical Garden","ICN","en","PhysicalObject",NA,NA,NA,NA,"2018-12-13","Google Maps (map data 2018); MaNIS Georef. Calculator",NA,"ISOTYPE",NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/624/397/00084505.jpg"
